PRIMARY_KEY,CUSTOMER_ID,PR_ID,CUSTOMER,CONCEPT,APPROVER,APP_STATUS,APP_NOTES,APP_DATE,AUDIT_FLAG,SR,PRICE_RULE,VERSION_DATE,SHAREPOINT,ORIG_MOD,ADD_MOD,SUBMIT_DATE,PACKET,SALES_POSTED_OT,SYS_REP,NID,APP_BASE,BASE_NOTES,PTF,DPM_ASS,EXP_DATE,ADJ_DATE,ADJ_NOTES,MOD_TYPE,PRN_ATTACHED,MTRCS_SUBMIT,MTRCS_NOTES,MTRCS_SPLITS,MTRCS_BASE,MTRCS_FREQ,MTRCS_UPCH,MTRCS_AUDIT_N,MTRCS_ITM,MTRCS_BACKUP,MTRCS_DOWNLOAD,MTRCS_POSTED,MTRCS_GRADE
40846,,,,&MCCRAYS DPM PR,DEBBIE GUILLAUME,COMPLETED,Audit flag 8/29/23; pending OT upload,2023-08-10,NO,36381291,&MCCRAYS,2023-08-14,MCCRAYS,2023-08-09,,2023-08-09 00:00:00,MCCRAYS,YES,Opsite 002,C002MCCR,NO,,NO,AUSTIN DWORSKY,2039-12-31 00:00:00,,,,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40845,,,,WHAT IF SYNDICATE - CHICAGO,LISA HERMAN,COMPLETED,,2023-08-17,YES,36392594,&WHATIFC,2023-09-01,What If Syndicate,2023-08-09,,2023-08-09 00:00:00,WHATIF,YES,024,C024MPSH,NO,,NO,DAVID BROUSSARD,2024-08-27 00:00:00,2024-09-01 00:00:00,.10/case increase,AMENDMENT,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40841,1567.0,1567-1,POPEYES,POPEYES SALINA OAK GRV NO PRN,ADRIANA SANTOS RIZO,COMPLETED,,2023-08-11,YES,36393686,&POPEY7,2023-08-11,Popeyes,2023-08-09,2023-08-29,2023-08-09 00:00:00,POPEYES,YES,Opsite 061,C061PPLC,NO,,NO,CYNTHIA KREUL,2024-06-30 00:00:00,2024-06-30 00:00:00,$0.15 per case increase,AMENDMENT,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40840,1567.0,1567-1,POPEYES,POPEYES LINC OMA SIOUX NO PRN,ADRIANA SANTOS RIZO,COMPLETED,,2023-08-11,YES,36393686,&POPEY1,2023-08-11,Popeyes,2023-08-09,2023-08-29,2023-08-09 00:00:00,POPEYES,YES,Opsite 061,C061PPLC,NO,,NO,CYNTHIA KREUL,2024-06-30 00:00:00,2024-06-30 00:00:00,$0.15 per case increase,AMENDMENT,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40839,10991.0,10991-1,Reds Kitchen,REDS KITCHEN,DEBBIE GUILLAUME,COMPLETED,Audit flag 8/25/23; pending OT upload,2023-08-10,NO,36366333,&REDSKIT,2023-08-10,Reds Kitchen,2023-08-09,,2023-08-09 00:00:00,REDSKIT,NO,Opsite 056,C056RDKC,NO,,NO,LEAH GRANZOW,2039-12-31 00:00:00,2024-05-02 00:00:00,3% annual increase,,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40838,,,,WHAT IF SYNDICATE OTHERS LCC,LISA HERMAN,COMPLETED,,2023-08-17,YES,36392594,&WHATIF,2023-09-01,What If Syndicate,2023-08-09,,2023-08-09 00:00:00,WHATIF,YES,024,C024MPSH,NO,,NO,DAVID BROUSSARD,2024-08-27 00:00:00,2024-09-01 00:00:00,.10/case increase,AMENDMENT,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,0.9
40837,1136.0,1136-1,RESTAURANT PARTNERS,LE PEEP DISTRIBUTED,DEBBIE GUILLAUME,COMPLETED,Audit flag 8/25/23; pending OT upload,2023-08-14,NO,36394099,&LEPEEP,2023-08-10,LE PEEP,2023-08-09,2023-08-14,2023-08-02 00:00:00,LEPEEP,YES,Opsite 059,PEEP,NO,,NO,LEAH GRANZOW,2039-12-31 00:00:00,,,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,0.8
40836,,,,GENERAL PUBLIC HOUSE,DEBBIE GUILLAUME,COMPLETED,Audit flag 8/26/23; pending OT upload,2023-08-11,NO,36396173,&GPUBHSE,2023-08-11,General Public House,2023-08-09,,2023-08-09 00:00:00,PUBLIC,YES,Opsite 022,C022GPBH,NO,,NO,JAKI MCCONKEY,2039-12-31 00:00:00,2024-02-18 00:00:00,3% annual increase,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40835,,,,&HUB GRILL&BAR UNION GRILL&TAP,DEBBIE GUILLAUME,COMPLETED,Audit flag 8/25/23; pending OT upload,2023-08-10,NO,36383814,&HUBGRIL,2023-08-10,The Hub Grill & Bar and Union Grill & Tap,2023-08-09,,2023-07-31 00:00:00,HUB,YES,Opsite 049,C049HUBB,NO,,NO,LEAH GRANZOW,2039-12-31 00:00:00,,,AMENDMENT,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40834,1567.0,1567-1,POPEYES,POPEYES KS CITY NO PRN PR,ADRIANA SANTOS RIZO,COMPLETED,,2023-08-11,YES,36393686,&POPEY2,2023-08-11,Popeyes,2023-08-09,2023-08-29,2023-08-09 00:00:00,POPEYES,YES,Opsite 061,C061PPLC,NO,,NO,CYNTHIA KREUL,2024-06-30 00:00:00,2024-06-30 00:00:00,$0.15 per case increase,AMENDMENT,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40832,0.0,0-&TANAKA,TANAKA INTERNATIONAL,TANAKA INTERNATIONAL DPM PRICE,DANE CASTEEL,COMPLETED,NCOB,2023-08-10,NO,36373678,&TANAKA,2023-08-14,no,2023-08-09,2023-08-10,2023-08-10 00:00:00,TANAKA,NO,052,no,NO,,NO,NANCY NOYES,2039-12-31 00:00:00,,,NEW,YES,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,0.95
40831,1567.0,1567-1,POPEYES,POPEYES RAPID CITY NO PRN PR,ADRIANA SANTOS RIZO,COMPLETED,,2023-08-11,YES,36393686,&POPEY11,2023-08-11,Popeyes,2023-08-09,2023-08-29,2023-08-09 00:00:00,POPEYES,YES,Opsite 061,C061PPLC,NO,,NO,CYNTHIA KREUL,2024-06-30 00:00:00,2024-06-30 00:00:00,$0.15 per case increase,AMENDMENT,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40829,1567.0,1567-1,POPEYES,POPEYES IOWA NO PRN PR,ADRIANA SANTOS RIZO,COMPLETED,,2023-08-11,YES,36393686,&POPEY5,2023-08-11,Popeyes,2023-08-09,2023-08-29,2023-08-09 00:00:00,POPEYES,YES,Opsite 061,C061PPLC,NO,,NO,CYNTHIA KREUL,2024-06-30 00:00:00,2024-06-30 00:00:00,$0.15 per case increase,AMENDMENT,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40827,0.0,0-&WHATIFC,,WHAT IF SYNDICATE - CHICAGO,LISA HERMAN,COMPLETED,,2023-08-17,YES,36392594,&WHATIFC,2023-08-14,What If Syndicate,2023-08-09,,2023-08-09 00:00:00,WHATIF,YES,024,C024MPSH,NO,,NO,DAVID BROUSSARD,2024-08-27 00:00:00,2024-09-01 00:00:00,.10/case increase,AMENDMENT,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40826,1567.0,1567-1,POPEYES,POPEYES FARGO NO PRN PR,ADRIANA SANTOS RIZO,COMPLETED,,2023-08-11,YES,36393686,&POPEY10,2023-08-11,Popeyes,2023-08-09,2023-08-29,2023-08-09 00:00:00,POPEYES,YES,Opsite 061,C061PPLC,NO,,NO,CYNTHIA KREUL,2024-06-30 00:00:00,2024-06-30 00:00:00,$0.15 per case increase,AMENDMENT,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40825,1136.0,1136-1,RESTAURANT PARTNERS,DELMONICOS DPM PR    LCC,DEBBIE GUILLAUME,COMPLETED,Audit flag 8/24/23; pending OT upload,2023-08-16,NO,36557392,&DELMONI,2023-08-09,Delmonicos,2023-08-09,2023-08-15,2023-08-02 00:00:00,DELMONI,YES,Opsite 025,DLMNDLMN,NO,,NO,NANCY NOYES,2026-08-01 00:00:00,2024-08-01 00:00:00,3% annual increase,NEW,NO,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0.95
40824,1567.0,1567-1,POPEYES,POPEYES GARDEN CITY NO PRN PR,ADRIANA SANTOS RIZO,COMPLETED,,2023-08-11,YES,36393686,&POPEY6,2023-08-11,Popeyes,2023-08-09,2023-08-29,2023-08-09 00:00:00,POPEYES,YES,Opsite 061,C061PPLC,NO,,NO,CYNTHIA KREUL,2024-06-30 00:00:00,2024-06-30 00:00:00,$0.15 per case increase,AMENDMENT,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40823,1182.0,1182-1,SKY ZONE,SKY ZONE - DPM PRICE RULE,EMILIA FRY,COMPLETED,,2023-08-14,yes,36375968,&SKYZONE,2023-08-10,SKY ZONE INDOOR TRAMPOLINE PARK,2023-08-09,2023-08-14,2023-08-09 00:00:00,SKYZONE,YES,CMU,SYZN,YES,,NO,DAVID BROUSSARD,2039-12-31 00:00:00,2024-02-28 00:00:00,increase fees  according to fee schedule,AMENDMENT,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40822,1136.0,1136-10,RESTAURANT PARTNERS,&MCCRAYS DPM PR,DEBBIE GUILLAUME,COMPLETED,Pending OT upload,2023-08-10,NO,36381291,&MCCRAYS,2023-08-11,MCCRAYS,2023-08-09,,2023-08-09 00:00:00,MCCRAYS,YES,Opsite 002,C002MCCR,NO,,NO,AUSTIN DWORSKY,2039-12-31 00:00:00,,,,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40821,1567.0,1567-1,POPEYES,POPEYES DAVEN MOLINE NO PRN PR,ADRIANA SANTOS RIZO,COMPLETED,,2023-08-11,YES,36393686,&POPEY4,2023-08-11,Popeyes,2023-08-09,2023-08-29,2023-08-09 00:00:00,POPEYES,YES,Opsite 061,C061PPLC,NO,,NO,CYNTHIA KREUL,2024-06-30 00:00:00,2024-06-30 00:00:00,$0.15 per case increase,AMENDMENT,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40820,,,,BIRDIES,ADRIANA SANTOS RIZO,COMPLETED,,2023-08-10,YES,36383000,&BIRDIES,2023-08-10,Birdies,2023-08-09,2023-08-28,2023-08-09 00:00:00,C038BDRT,YES,Opsite 038,C038BDRT,NO,,NO,JAKI MCCONKEY,2024-06-27 00:00:00,2024-06-27 00:00:00,3% annual increase to fees,AMENDMENT,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40819,1567.0,1567-1,POPEYES,POPEYES OFFUTT FT RILEY NO PRN,ADRIANA SANTOS RIZO,COMPLETED,,2023-08-11,YES,36393686,&POPEY9,2023-08-11,Popeyes,2023-08-09,2023-08-29,2023-08-09 00:00:00,POPEYES,YES,Opsite 061,C061PPLC,NO,,NO,CYNTHIA KREUL,2039-12-31 00:00:00,2024-06-30 00:00:00,$0.15 per case increase,AMENDMENT,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40818,804.0,804-1,CORNER BAKERY,CORNER BAKERY-DPM PRICE RULE,TRACEY SMITH,COMPLETED,,2023-08-10,NO,36341912,&CRNRBAK,2023-08-14,Corner Bakery Café,2023-08-08,2023-08-25,2023-08-08 00:00:00,CORNRBAK,YES,Dave Adamo,CRBCCRBC,NO,,NO,NANCY NOYES,2028-08-13 00:00:00,2024-08-13 00:00:00,.10 Case Increase,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40817,0.0,0-&TENNEY,TENNEYS PIZZA RIVERTON,TENNEYS PIZZA RIVERTON,DANE CASTEEL,COMPLETED,NCOB,2023-08-10,NO,36291497,&TENNEY,2023-08-09,no,2023-08-08,,2023-08-08 00:00:00,TENNEY,NO,005,no,NO,,NO,DAVID BROUSSARD,2039-12-31 00:00:00,,,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40816,0.0,0-&BRAVOGP,BRAVO GRP CASA DEL RIO LLC,BRAVO GRP CASA DEL RIO LLC LCC,TRACEY SMITH,COMPLETED,,2023-08-08,NO,36315289,&BRAVOGP,2023-08-10,Bravo Group,2023-08-08,2023-08-21,2023-08-08 00:00:00,C011BVGP,YES,11,C011BCGP,NO,,NO,CYNTHIA KREUL,2025-07-24 00:00:00,2023-07-24 00:00:00,3% Annual Increase,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40813,12258.0,12258-1,WOLF ISLAND OYSTER,WOLF ISLAND OYSTER CO PR,DEBBIE GUILLAUME,COMPLETED,Audit flag 9/17/23; pending OT upload,2023-08-09,NO,36326619,&WOLF,2023-09-01,Wolf Island Oyster Company,2023-08-08,,2023-08-03 00:00:00,WOLF,NO,Opsite 003,C003WIOY,NO,,NO,AUSTIN DWORSKY,2039-12-31 00:00:00,2024-09-01 00:00:00,3% annual increase,AMENDMENT,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40812,12387.0,12387-1,SLA MANAGEMENT SCHOOL GROUP,SLA MANAGEMENT SCHOOL GRP LCC,BECCA MOORE,COMPLETED,,2023-08-10,YES,36316359,&SLAMGRP,2023-08-10,SLA Management,2023-08-08,2023-08-25,2023-08-08 00:00:00,SLAMGTSG,YES,Opsite 306,306SLAM,NO,,NO,JOHN RUSHBY,2039-12-31 00:00:00,2024-07-01 00:00:00,3% Fee increase,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40811,1970.0,1970-1,MASONS LOBSTER ROLLS NAT HRBOR,MASONS LOBSTER  DPM PR LCC,MICHELE KLEFAS,COMPLETED,Audit Flag 09/16/23,2023-08-09,YES,36313951,&MASONS,2023-09-01,Masons Lobsters,2023-08-08,2023-09-19,2023-08-08 00:00:00,MASONS,YES,OPSITE 010,C010MSLB,NO,,NO,DAVID BROUSSARD,2039-12-31 00:00:00,2023-09-01 00:00:00,Annual 3% FPU Increase,AMENDMENT,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40809,0.0,0-&GYPPOAL,GYPPO ALE MILL INC  DPM PRICE,GYPPO ALE MILL INC  DPM PRICE,DANE CASTEEL,COMPLETED,NCOB,2023-08-09,NO,36144749,&GYPPOAL,2023-08-09,no,2023-08-08,,,GYPPOALE,no,031,NO,NO,,NO,NANCY NOYES,2039-12-31 00:00:00,,,NEW,YES,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0.9
40808,0.0,0-&MARIOCA,MARIOS CATERING,MARIOS CATERING,DANE CASTEEL,COMPLETED,NCOB,,NO,,&MARIOCA,2023-08-08,,2023-08-07,,,MARIOCAT,,,,,,NO,LEAH GRANZOW,2039-12-31 00:00:00,,,,YES,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0.9
40802,0.0,0-&RIVIERA,RIVIERA MAYA LCC,RIVIERA MAYA LCC  DPM PRICE RL,TRACEY SMITH,COMPLETED,Helping Heather to approve Price rule ,2023-08-10,NO,email,&RIVIERA,2023-08-08,Santilan Riviera Maya,2023-08-07,2023-08-21,2023-08-07 00:00:00,RIVIERA,NO,22,Being Created,NO,,NO,NANCY NOYES,2025-07-31 00:00:00,2024-07-31 00:00:00,3% Annual Increase,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40800,0.0,0-&BEESKNE,LK MANAGEMENT - BEES KNEES,BEES KNEES-LK MANAGEMENT,HEATHER CORLEY,IN PROGRESS,NCOB,,NO,,&BEESKNE,2023-08-08,,2023-08-07,,,LKMGMT,,,,,,NO,JAKI MCCONKEY,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,PASS,,,,,0.1
40799,,,,WING ZONE DPM PRICE RULE,DEBBIE GUILLAUME,COMPLETED,pending OT upload,2023-08-09,NO,36276827,&WINGZN,2023-08-08,Capriottis & Wing Zone,2023-08-07,2023-08-09,2023-08-05 00:00:00,CAPRIOTT,NO,Jason Williams,CPKHCPKH,NO,,NO,DAVID BROUSSARD,2026-01-12 00:00:00,2024-01-12 00:00:00,.10 case increase,AMENDMENT,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40797,0.0,0-&LAPALME,LA PALMERA,LA PALMERA,DANE CASTEEL,COMPLETED,NCOB,,NO,,&LAPALME,2023-08-08,,2023-08-07,,,C055PALM,,,,,,NO,LEAH GRANZOW,2039-12-31 00:00:00,,,,YES,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0.9
40791,874.0,874-2,FOUR FOOD GROUP,&FOURFDS FOUR FOOD SWIG LCC PR,BECCA MOORE,COMPLETED,,2023-09-13,YES,36363552,&FOURSWG,2023-09-01,FOURFOOD,2023-08-07,2023-09-29,2023-08-09 00:00:00,FOURFOOD,YES,Opsite 005,FFGP,NO,,NO,JAKI MCCONKEY,2039-12-31 00:00:00,2024-09-01 00:00:00,.08 increase fee per unit (or equivalent per split),AMENDMENT,YES,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0.95
40789,0.0,0-&HAPPYJO,HAPPY JOES FRAN,&HAPPY JOES FRAN C039HJPC  LCC,TRACEY SMITH,COMPLETED,,2023-08-08,NO,36274041,&HAPPYJO,2023-08-09,Happy Joes,2023-08-07,2023-08-29,2023-08-07 00:00:00,C039HJPC,NO,39,C039HJPC,NO,,NO,CYNTHIA KREUL,2026-08-07 00:00:00,2024-08-07 00:00:00,.05 case increase,NEW,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40788,874.0,874-1,FOUR FOOD GROUP,FOUR FOOD GROUPS LCC PR,BECCA MOORE,COMPLETED,,2023-09-13,YES,36363552,&FOURFDS,2023-09-01,FOURFOOD,2023-08-07,2023-09-29,2023-08-09 00:00:00,FOURFOOD,YES,Opsite 005,FFGP,NO,,NO,JAKI MCCONKEY,2039-12-31 00:00:00,2024-09-01 00:00:00,.08 increase fee per unit (or equivalent per split),AMENDMENT,YES,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0.95
40786,1047.0,1047-1,MONGOLIAN CONCEPT GROUP,CHALAK MONGOLIAN CONCEPTS PR,DUANA STEWART,COMPLETED,Corrections needed for split values,2023-08-16,YES,36361812,&CHALAK,2023-08-08,Mongolian Concepts,2023-08-07,2023-08-16,2023-08-09 00:00:00,CHALAK,YES,Dave Adamo,CKMT,NO,,NO,JAKI MCCONKEY,2026-08-03 00:00:00,2024-08-03 00:00:00,Annual $.04/case FPU increase ,AMENDMENT,YES,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0.95
40785,701.0,701-1,BIG ALS,&BIG ALS SPORTS BAR C052BGCP,DEBBIE GUILLAUME,COMPLETED,Audit flag 8/24/23; pending OT upload,2023-08-09,NO,36284369,&BIGALS,2023-08-09,Big Als Sports Bar,2023-08-07,,2023-08-04 00:00:00,BIGALS,YES,Opsite 052,C052BGCP,NO,,NO,CYNTHIA KREUL,2039-12-31 00:00:00,,,AMENDMENT,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40784,0.0,0-&CHILDCR,CHILD CARE ASSOCIATION,CHILD CARE ASSOCIATES,HEATHER CORLEY,COMPLETED,NCOB,2023-08-08,NO,36236518,&CHILDCR,2023-08-07,Child Care Associates ,2023-08-05,,2023-08-05 00:00:00,CHILDCAR,YES,6,CDCSCDCS,NO,,NO,DAVID BROUSSARD,2026-07-31 00:00:00,2024-07-31 00:00:00,3% Annual increase ,NEW,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40782,1124.0,1124-1,QUIZNOS,QUIZNOS-DPM PRICE RULE,JENNIFER DUPOUX,COMPLETED,,2023-08-10,YES,36244465,&QUIZNOS,2023-08-07,,2023-08-04,2023-08-14,2023-08-04 00:00:00,QUIZNOS,YES,,QUZM,,,NO,DAVID BROUSSARD,2026-08-01 00:00:00,,CPI,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40781,0.0,0-&LIZS,LIZS WHERE YA AT DINER,LIZS WHERE YA AT DINER PR,TRACEY SMITH,COMPLETED,Helping Heather to approve Price rule ,2023-08-10,NO,36223434,&LIZS,2023-08-06,Lizs where Ya at Diner,2023-08-04,2023-08-21,2023-08-04 00:00:00,LIZSDINE,YES,23,C023LWYD,NO,,NO,TAMMY ILER,2026-07-24 00:00:00,2024-07-24 00:00:00,3% Annual Increase,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40773,0.0,0-&GAMEON,GAME ON-MEYER GROUP,GAME ON-MEYER GROUP,DANE CASTEEL,COMPLETED,NCOB,,NO,,&GAMEON,2023-08-05,,2023-08-04,,,GAMEON,,,,,,NO,JAKI MCCONKEY,2039-12-31 00:00:00,,,,YES,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0.9
40772,1796.0,1796-1,GREEK HOUSE CHEFS,GREEK HOUSE CHEFS LCC PRICE RL,DEBBIE GUILLAUME,COMPLETED,Audit flag 9/7/23; pending OT upload,2023-08-07,NO,36236529,&GRKHOUS,2023-08-23,Greek House Chef,2023-08-04,,2023-07-24 00:00:00,GRKHOUSE,NO,Opsite 57,GRKH,NO,,NO,JESSICA RODRIGUEZ,2039-12-31 00:00:00,2024-08-23 00:00:00,3% annual increase,AMENDMENT,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40769,0.0,0-&MOREBAK,MORE BAKERY/LASEGNDA,MORE BAKERY/LASEGNDA,TRACEY SMITH,COMPLETED,Helping Heather to approve Price rule ,2023-08-10,NO,email,&MOREBAK,2023-08-07,More Bakery,2023-08-04,2023-08-21,2023-08-04 00:00:00,LASEGNDA,YES,37,C037LSBC,NO,,NO,DAVID BROUSSARD,2024-06-30 00:00:00,,,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40768,0.0,0-&TWSTPKL,&TWISTED PICKLE C057TWTC LCC,&TWISTED PICKLE C057TWTC LCC,DANE CASTEEL,COMPLETED,NCOB,,NO,,&TWSTPKL,2023-08-06,,2023-08-04,,,TWPICKLE,,,,,,NO,CYNTHIA KREUL,2039-12-31 00:00:00,,,,YES,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0.9
40765,7309.0,7309-1,AGAVE & RYE,AGAVE & RYE  DPM PR   LCC,DEBBIE GUILLAUME,COMPLETED,Audit flag 8/18/23; pending OT upload,2023-08-08,NO,36092537,&AGVERYE,2023-08-03,Agave & Rye Inc,2023-08-02,,2023-07-27 00:00:00,AGAVERYE,YES,Opsite 019,C019AGVR,NO,,NO,LEAH GRANZOW,2039-12-31 00:00:00,2024-07-03 00:00:00,3% FPU,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40762,6585.0,6585-1,DKC RESTAURANT,&DKC REST GROUP LCC NO PRN,DEBBIE GUILLAUME,COMPLETED,Audit flag 8/21/23; pending OT upload,2023-08-04,NO,3607061,&DKCREST,2023-08-06,DKC Restaurant Group,2023-08-02,,2023-08-01 00:00:00,DKCREST,YES,Opsite 067,C067DKCR,NO,,NO,CYNTHIA KREUL,2039-12-31 00:00:00,2024-04-10 00:00:00,3% annual increase,AMENDMENT,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40760,,,,&CORPORATE IMAGE DINING SERVIC,MICHELE KLEFAS,VOID,PAC MIGRATION ,2023-08-08,NO,,&CRPIMDS,2023-08-06,,2023-08-02,,2023-08-02 00:00:00,CIMAGEDS,,OPSITE 054,,,,NO,CYNTHIA KREUL,2039-12-31 00:00:00,,,AMENDMENT,YES,PASS,PASS,,,,,PASS,,,,,0.2
40759,,,,&CORP IMAGE DINING SRVC +5%MA,MICHELE KLEFAS,VOID,PAC MIGRATION ,2023-08-08,NO,36098405,&CIMDSMA,2023-08-06,,2023-08-02,,2023-08-02 00:00:00,CIMAGEDS,,OPSITE 054,,,,NO,CYNTHIA KREUL,2039-12-31 00:00:00,,,,YES,PASS,PASS,,,,,PASS,,,,,0.2
40758,1136.0,1136-1,RESTAURANT PARTNERS,DUGANS PUB DPM PR  LCC,DEBBIE GUILLAUME,COMPLETED,Audit flag 9/12/23; pending OT upload,2023-08-03,NO,36033390,&DUGANS,2023-08-28,Dugans Pub,2023-08-01,,2023-07-31 00:00:00,DUGANS,NO,Opsite 163,C163DUGN,NO,,NO,JAKI MCCONKEY,2025-08-27 00:00:00,2024-08-28 00:00:00,3% annual increase,AMENDMENT,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,0.9
40756,0.0,0-&CAMPTIC,CAMP TICONDEROG,CAMP TICONDEROG,TRACEY SMITH,COMPLETED,,2023-08-01,NO,Email,&CAMPTIC,2023-08-03,Camp Ticonderoga,2023-08-01,2023-08-21,2023-08-01 00:00:00,CAMPTICO,YES,58,C058TPCP,NO,,NO,AUSTIN DWORSKY,2026-07-23 00:00:00,2024-07-23 00:00:00,3% Annual Increase,NEW,YES,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,0.8
40753,11232.0,11232-1,ITHAKA HOSPITALITY,ITHAKA HOSP HOTEL AUBURN DPM,DEBBIE GUILLAUME,COMPLETED,Audit flag 8/17/23; pending OT Upload,2023-08-04,NO,36036187,&ITHAKA,2023-08-02,Ithaka Hospitality,2023-08-01,,2023-07-29 00:00:00,HOTELAUB,YES,Opsite 046,C046HTAU,NO,,NO,ROBERT CRAIG,2039-12-31 00:00:00,,,NEW,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
40752,0.0,0-&KEARNGP,KEARNS RESTAURANT GROUP DPM PR,KEARNS RESTAURANT GROUP DPM PR,DANE CASTEEL,COMPLETED,NCOB,,YES,,&KEARNGP,2023-08-02,,2023-08-01,,,,,,,,,NO,NANCY NOYES,2039-12-31 00:00:00,,,,NO,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0.9
